devis_id;date_emission;mois;exercice;client_id;type_client;agence;commercial;categorie;code_prestation;libelle_prestation;quantite;montant_ht;statut;date_decision;delai_1ere_relance_j;nb_relances
DEV-02276;2025-10-01;2025-10;2025-2026;CLI-0382;Professionnel;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;2;12339.23;Accepté;2025-10-26;;0
DEV-02277;2025-10-01;2025-10;2025-2026;CLI-0762;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-002;Recherche de fuite + réparation;1;402.82;Refusé;2025-11-12;9;1
DEV-02278;2025-10-01;2025-10;2025-2026;CLI-0429;Syndic;Toulouse;Nadia Cherif;Dépannage;DP-004;Remise en service chaudière;1;573.02;Accepté;2025-10-11;3;1
DEV-02279;2025-10-01;2025-10;2025-2026;CLI-0340;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2992.96;Refusé;2025-10-19;6;2
DEV-02280;2025-10-02;2025-10;2025-2026;CLI-0186;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;3;10651.39;Refusé;2025-10-25;13;1
DEV-02281;2025-10-02;2025-10;2025-2026;CLI-0559;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;3;4091.93;Sans réponse;2025-10-15;6;2
DEV-02282;2025-10-03;2025-10;2025-2026;CLI-0399;Syndic;Toulouse;Julien Fabre;Chauffage;CH-005;Désembouage circuit chauffage;1;1623.09;Refusé;2025-10-18;13;1
DEV-02283;2025-10-03;2025-10;2025-2026;CLI-0778;Professionnel;Bordeaux;Sophie Marchand;Plomberie;PR-004;Remplacement colonne d'évacuation;1;9849.72;Accepté;2025-10-20;4;1
DEV-02284;2025-10-03;2025-10;2025-2026;CLI-0306;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;3686.5;Sans réponse;2025-10-19;8;2
DEV-02285;2025-10-03;2025-10;2025-2026;CLI-0674;Syndic;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;373.89;Refusé;2025-10-12;8;1
DEV-02286;2025-10-03;2025-10;2025-2026;CLI-0997;Particulier;Montpellier;Thomas Rey;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;15828.63;Sans réponse;2025-10-18;;0
DEV-02287;2025-10-06;2025-10;2025-2026;CLI-0251;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;1;177.5;Sans réponse;2025-10-22;15;1
DEV-02288;2025-10-06;2025-10;2025-2026;CLI-0312;Professionnel;Toulouse;Nadia Cherif;Chauffage;CH-002;Entretien annuel chaudière;1;236.81;Sans réponse;2025-10-09;12;0
DEV-02289;2025-10-06;2025-10;2025-2026;CLI-0650;Particulier;Toulouse;Nadia Cherif;Électricité;EL-004;Éclairage LED locaux professionnels;1;3365.14;Accepté;2025-10-29;1;2
DEV-02290;2025-10-06;2025-10;2025-2026;CLI-0505;Syndic;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;1;9688.75;Accepté;2025-10-28;13;2
DEV-02291;2025-10-06;2025-10;2025-2026;CLI-0749;Professionnel;Montpellier;Thomas Rey;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2137.92;Refusé;2025-10-20;7;1
DEV-02292;2025-10-07;2025-10;2025-2026;CLI-0352;Professionnel;Bordeaux;Karim Belkacem;Chauffage;CH-005;Désembouage circuit chauffage;1;1411.19;Accepté;2025-10-21;3;2
DEV-02293;2025-10-07;2025-10;2025-2026;CLI-0115;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;1708.39;Accepté;2025-10-28;6;2
DEV-02294;2025-10-07;2025-10;2025-2026;CLI-0567;Professionnel;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;2799.34;Sans réponse;2025-11-10;;0
DEV-02295;2025-10-08;2025-10;2025-2026;CLI-0752;Professionnel;Bordeaux;Karim Belkacem;Dépannage;DP-004;Remise en service chaudière;1;441.8;Refusé;2025-10-20;;0
DEV-02296;2025-10-08;2025-10;2025-2026;CLI-0092;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-003;Réfection réseau eau appartement;1;2812.76;Refusé;2025-10-18;;0
DEV-02297;2025-10-08;2025-10;2025-2026;CLI-0994;Particulier;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);2;4555.1;Refusé;2025-10-25;12;1
DEV-02298;2025-10-08;2025-10;2025-2026;CLI-0540;Particulier;Montpellier;Thomas Rey;Électricité;EL-001;Mise aux normes tableau électrique;1;2083.75;Sans réponse;2025-10-23;15;1
DEV-02299;2025-10-09;2025-10;2025-2026;CLI-0718;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-002;Remplacement baignoire par douche;1;3356.86;Refusé;2025-10-28;;0
DEV-02300;2025-10-09;2025-10;2025-2026;CLI-0119;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;8792.58;Sans réponse;2025-10-19;11;0
DEV-02301;2025-10-09;2025-10;2025-2026;CLI-0988;Particulier;Montpellier;Thomas Rey;Salle de bain;SB-002;Remplacement baignoire par douche;1;4022.6;Sans réponse;2025-10-20;;0
DEV-02302;2025-10-10;2025-10;2025-2026;CLI-0343;Professionnel;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;1;270.59;Sans réponse;2025-11-09;9;1
DEV-02303;2025-10-10;2025-10;2025-2026;CLI-0075;Syndic;Toulouse;Julien Fabre;Chauffage;CH-002;Entretien annuel chaudière;1;348.21;Sans réponse;2025-11-01;10;1
DEV-02304;2025-10-10;2025-10;2025-2026;CLI-0789;Professionnel;Toulouse;Nadia Cherif;Dépannage;DP-004;Remise en service chaudière;2;802.27;Refusé;2025-11-10;;0
DEV-02305;2025-10-10;2025-10;2025-2026;CLI-0070;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;9864.47;Refusé;2025-10-21;1;1
DEV-02306;2025-10-10;2025-10;2025-2026;CLI-0665;Particulier;Montpellier;Thomas Rey;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1213.71;Sans réponse;2025-11-28;;0
DEV-02307;2025-10-10;2025-10;2025-2026;CLI-0597;Particulier;Montpellier;Thomas Rey;Chauffage;CH-001;Installation chaudière gaz condensation;1;5903.5;Sans réponse;2025-11-11;11;3
DEV-02308;2025-10-13;2025-10;2025-2026;CLI-0106;Particulier;Toulouse;Nadia Cherif;Électricité;EL-004;Éclairage LED locaux professionnels;2;7631.36;Sans réponse;2025-10-27;;0
DEV-02309;2025-10-13;2025-10;2025-2026;CLI-0700;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;9047.25;Refusé;2025-11-15;14;2
DEV-02310;2025-10-13;2025-10;2025-2026;CLI-1018;Particulier;Montpellier;Thomas Rey;Chauffage;CH-001;Installation chaudière gaz condensation;1;5526.68;Sans réponse;2025-10-26;;0
DEV-02311;2025-10-14;2025-10;2025-2026;CLI-0271;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;1;5017.54;Refusé;2025-11-05;9;1
DEV-02312;2025-10-14;2025-10;2025-2026;CLI-0448;Professionnel;Toulouse;Nadia Cherif;Salle de bain;SB-002;Remplacement baignoire par douche;1;6326.39;Refusé;2025-11-20;11;2
DEV-02313;2025-10-14;2025-10;2025-2026;CLI-0087;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-002;Entretien annuel chaudière;3;414.28;Accepté;2025-10-20;14;0
DEV-02314;2025-10-14;2025-10;2025-2026;CLI-0998;Professionnel;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);2;8336.16;Sans réponse;2025-12-01;9;2
DEV-02315;2025-10-15;2025-10;2025-2026;CLI-0005;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-003;Réfection réseau eau appartement;3;9276.06;Sans réponse;2025-11-14;;0
DEV-02316;2025-10-15;2025-10;2025-2026;CLI-0238;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;323.75;Sans réponse;2025-10-29;;0
DEV-02317;2025-10-15;2025-10;2025-2026;CLI-0229;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-002;Recherche de fuite + réparation;1;450.46;Accepté;2025-11-10;2;1
DEV-02318;2025-10-16;2025-10;2025-2026;CLI-0318;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;1;661.7;Sans réponse;2025-10-28;;0
DEV-02319;2025-10-16;2025-10;2025-2026;CLI-0250;Syndic;Toulouse;Nadia Cherif;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;26351.01;Sans réponse;2025-10-29;;0
DEV-02320;2025-10-16;2025-10;2025-2026;CLI-0380;Particulier;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;4745.39;Sans réponse;2025-11-11;9;3
DEV-02321;2025-10-16;2025-10;2025-2026;CLI-0142;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;4616.27;Sans réponse;2025-10-29;;0
DEV-02322;2025-10-16;2025-10;2025-2026;CLI-1002;Particulier;Montpellier;Thomas Rey;Électricité;EL-001;Mise aux normes tableau électrique;1;1847.52;Refusé;2025-11-24;16;2
DEV-02323;2025-10-17;2025-10;2025-2026;CLI-0082;Particulier;Toulouse;Nadia Cherif;Électricité;EL-003;Rénovation électrique complète;1;9958.72;Sans réponse;2025-10-28;12;0
DEV-02324;2025-10-17;2025-10;2025-2026;CLI-0075;Syndic;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;11138.42;Sans réponse;2025-11-03;5;1
DEV-02325;2025-10-17;2025-10;2025-2026;CLI-0541;Professionnel;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;3;6440.59;Refusé;2025-11-07;13;2
DEV-02326;2025-10-17;2025-10;2025-2026;CLI-0014;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-001;Mise aux normes tableau électrique;1;1993.24;Accepté;2025-11-17;;0
DEV-02327;2025-10-17;2025-10;2025-2026;CLI-0465;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;844.88;Sans réponse;2025-10-22;11;0
DEV-02328;2025-10-17;2025-10;2025-2026;CLI-0755;Particulier;Montpellier;Thomas Rey;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;15757.8;Sans réponse;2025-10-28;16;0
DEV-02329;2025-10-20;2025-10;2025-2026;CLI-0129;Professionnel;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2301.43;Accepté;2025-11-07;;0
DEV-02330;2025-10-20;2025-10;2025-2026;CLI-0254;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1392.54;Refusé;2025-11-02;4;2
DEV-02331;2025-10-20;2025-10;2025-2026;CLI-0058;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-002;Débouchage canalisation;1;381.65;Sans réponse;2025-11-18;5;3
DEV-02332;2025-10-20;2025-10;2025-2026;CLI-0180;Particulier;Toulouse;Julien Fabre;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;13764.8;Refusé;2025-11-21;14;3
DEV-02333;2025-10-20;2025-10;2025-2026;CLI-0697;Particulier;Montpellier;Thomas Rey;Salle de bain;SB-002;Remplacement baignoire par douche;1;3446.63;Accepté;2025-11-11;14;1
DEV-02334;2025-10-21;2025-10;2025-2026;CLI-0331;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1447.61;Sans réponse;2025-11-01;18;0
DEV-02335;2025-10-21;2025-10;2025-2026;CLI-0282;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-001;Mise aux normes tableau électrique;1;1639.21;Refusé;2025-11-26;15;2
DEV-02336;2025-10-21;2025-10;2025-2026;CLI-0267;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;15013.84;Refusé;2025-11-18;;0
DEV-02337;2025-10-21;2025-10;2025-2026;CLI-0433;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;15922.67;Sans réponse;2025-11-05;;0
DEV-02338;2025-10-22;2025-10;2025-2026;CLI-0754;Professionnel;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;1244.72;Accepté;2025-10-25;5;0
DEV-02339;2025-10-22;2025-10;2025-2026;CLI-0559;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;3;12065.93;Refusé;2025-11-17;;0
DEV-02340;2025-10-22;2025-10;2025-2026;CLI-0315;Professionnel;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;2172.27;Refusé;2025-11-07;13;1
DEV-02341;2025-10-23;2025-10;2025-2026;CLI-0131;Particulier;Toulouse;Julien Fabre;Plomberie;PR-004;Remplacement colonne d'évacuation;1;6138.33;Accepté;2025-11-20;;0
DEV-02342;2025-10-23;2025-10;2025-2026;CLI-0776;Collectivité;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;1;1090.46;Sans réponse;2025-11-16;11;2
DEV-02343;2025-10-23;2025-10;2025-2026;CLI-0778;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;17176.98;Accepté;2025-11-26;10;3
DEV-02344;2025-10-23;2025-10;2025-2026;CLI-0604;Syndic;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;29172.78;Refusé;2025-11-18;;0
DEV-02345;2025-10-24;2025-10;2025-2026;CLI-0490;Syndic;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;26514.42;Accepté;2025-11-01;10;0
DEV-02346;2025-10-24;2025-10;2025-2026;CLI-0457;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;1;3485.99;Sans réponse;2025-11-12;10;1
DEV-02347;2025-10-24;2025-10;2025-2026;CLI-0532;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;713.81;Refusé;2025-11-12;;0
DEV-02348;2025-10-24;2025-10;2025-2026;CLI-0364;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2311.49;Accepté;2025-11-21;5;1
DEV-02349;2025-10-24;2025-10;2025-2026;CLI-0641;Professionnel;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;4827.77;Sans réponse;2025-11-15;7;1
DEV-02350;2025-10-27;2025-10;2025-2026;CLI-0508;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;11013.01;Sans réponse;2025-11-20;;0
DEV-02351;2025-10-27;2025-10;2025-2026;CLI-0676;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;8784.17;Sans réponse;2025-11-17;;0
DEV-02352;2025-10-27;2025-10;2025-2026;CLI-0606;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;851.4;Accepté;2025-10-31;10;0
DEV-02353;2025-10-27;2025-10;2025-2026;CLI-0705;Particulier;Montpellier;Thomas Rey;Électricité;EL-002;Installation borne de recharge VE;1;1457.49;Refusé;2025-11-10;5;1
DEV-02354;2025-10-28;2025-10;2025-2026;CLI-0186;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;3;10981.52;Accepté;2025-10-31;7;0
DEV-02355;2025-10-28;2025-10;2025-2026;CLI-0375;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;1415.99;Sans réponse;2025-11-19;1;1
DEV-02356;2025-10-28;2025-10;2025-2026;CLI-0983;Professionnel;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;4136.85;Sans réponse;2025-11-26;26;1
DEV-02357;2025-10-29;2025-10;2025-2026;CLI-0573;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;4395.26;Accepté;2025-11-22;3;2
DEV-02358;2025-10-29;2025-10;2025-2026;CLI-0724;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-004;Éclairage LED locaux professionnels;2;7915.05;Refusé;2025-11-11;;0
DEV-02359;2025-10-30;2025-10;2025-2026;CLI-0476;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;9903.61;Refusé;2025-11-09;7;1
DEV-02360;2025-10-30;2025-10;2025-2026;CLI-0333;Professionnel;Toulouse;Nadia Cherif;Plomberie;PR-003;Réfection réseau eau appartement;1;6345.23;Sans réponse;2025-11-26;10;2
DEV-02361;2025-10-30;2025-10;2025-2026;CLI-0474;Professionnel;Toulouse;Julien Fabre;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;5092.5;Accepté;2025-11-13;6;1
DEV-02362;2025-10-30;2025-10;2025-2026;CLI-0798;Particulier;Toulouse;Nadia Cherif;Électricité;EL-003;Rénovation électrique complète;1;10543.08;Refusé;2025-11-18;4;2
DEV-02363;2025-10-30;2025-10;2025-2026;CLI-0734;Syndic;Montpellier;Thomas Rey;Électricité;EL-004;Éclairage LED locaux professionnels;1;8280.83;Refusé;2025-11-26;9;1
DEV-02364;2025-10-31;2025-10;2025-2026;CLI-0350;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-004;Remise en service chaudière;1;257.2;Accepté;2025-11-25;6;1
DEV-02365;2025-10-31;2025-10;2025-2026;CLI-0719;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;1;459.02;Sans réponse;2025-11-22;11;1
DEV-02366;2025-10-31;2025-10;2025-2026;CLI-0725;Professionnel;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2167.1;Refusé;2025-11-06;;0
DEV-02367;2025-10-31;2025-10;2025-2026;CLI-0123;Particulier;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;4014.32;Accepté;2025-11-11;10;1
DEV-02368;2025-10-31;2025-10;2025-2026;CLI-0663;Collectivité;Montpellier;Thomas Rey;Chauffage;CH-001;Installation chaudière gaz condensation;1;14015.59;Refusé;2025-11-17;7;2
DEV-02369;2025-11-03;2025-11;2025-2026;CLI-0344;Syndic;Toulouse;Julien Fabre;Salle de bain;SB-002;Remplacement baignoire par douche;1;8861.36;Accepté;2025-11-27;8;1
DEV-02370;2025-11-03;2025-11;2025-2026;CLI-0431;Syndic;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;8229.56;Sans réponse;2025-11-20;;0
DEV-02371;2025-11-03;2025-11;2025-2026;CLI-0036;Particulier;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;1889.23;Sans réponse;2025-11-10;8;0
DEV-02372;2025-11-04;2025-11;2025-2026;CLI-0176;Professionnel;Toulouse;Julien Fabre;Électricité;EL-002;Installation borne de recharge VE;1;2871.72;Sans réponse;2025-12-09;10;1
DEV-02373;2025-11-04;2025-11;2025-2026;CLI-0698;Professionnel;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;3037.06;Accepté;2025-12-23;12;4
DEV-02374;2025-11-04;2025-11;2025-2026;CLI-0059;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;866.93;Accepté;2025-11-28;7;1
DEV-02375;2025-11-04;2025-11;2025-2026;CLI-0222;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;1;164.62;Refusé;2025-11-20;15;1
DEV-02376;2025-11-04;2025-11;2025-2026;CLI-0591;Professionnel;Montpellier;Thomas Rey;Dépannage;DP-001;Dépannage plomberie urgence;1;444.83;Accepté;2025-11-21;;0
DEV-02377;2025-11-05;2025-11;2025-2026;CLI-0634;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;1;5287.7;Sans réponse;2025-11-13;;0
DEV-02378;2025-11-05;2025-11;2025-2026;CLI-0074;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;5899.28;Accepté;2025-11-12;5;1
DEV-02379;2025-11-05;2025-11;2025-2026;CLI-0211;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;1460.73;Accepté;2025-11-23;2;2
DEV-02380;2025-11-05;2025-11;2025-2026;CLI-0679;Professionnel;Montpellier;Thomas Rey;Plomberie;PR-002;Recherche de fuite + réparation;1;831.8;Sans réponse;2025-11-23;7;2
DEV-02381;2025-11-06;2025-11;2025-2026;CLI-0590;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;14493.4;Sans réponse;2025-11-24;11;1
DEV-02382;2025-11-06;2025-11;2025-2026;CLI-0802;Collectivité;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2965.1;Accepté;2025-12-04;9;3
DEV-02383;2025-11-06;2025-11;2025-2026;CLI-0341;Collectivité;Toulouse;Julien Fabre;Dépannage;DP-002;Débouchage canalisation;2;1886.71;Accepté;2025-12-18;;0
DEV-02384;2025-11-06;2025-11;2025-2026;CLI-0716;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;14084.39;Accepté;2025-12-14;5;2
DEV-02385;2025-11-06;2025-11;2025-2026;CLI-1002;Particulier;Montpellier;Thomas Rey;Chauffage;CH-002;Entretien annuel chaudière;1;145.98;Accepté;2025-11-12;4;1
DEV-02386;2025-11-07;2025-11;2025-2026;CLI-0167;Particulier;Toulouse;Julien Fabre;Dépannage;DP-003;Dépannage électrique urgence;1;367.29;Refusé;2025-11-12;7;0
DEV-02387;2025-11-07;2025-11;2025-2026;CLI-0319;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-003;Réfection réseau eau appartement;1;3678.16;Sans réponse;2025-11-28;;0
DEV-02388;2025-11-07;2025-11;2025-2026;CLI-0598;Particulier;Toulouse;Nadia Cherif;Électricité;EL-002;Installation borne de recharge VE;1;1687.03;Sans réponse;2025-11-30;;0
DEV-02389;2025-11-07;2025-11;2025-2026;CLI-0696;Particulier;Montpellier;Thomas Rey;Dépannage;DP-003;Dépannage électrique urgence;1;363.77;Refusé;2025-12-01;4;1
DEV-02390;2025-11-07;2025-11;2025-2026;CLI-0552;Particulier;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2576.05;Refusé;2025-12-17;12;4
DEV-02391;2025-11-10;2025-11;2025-2026;CLI-0703;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-003;Rénovation électrique complète;1;9866.97;Refusé;2025-11-17;13;0
DEV-02392;2025-11-10;2025-11;2025-2026;CLI-0252;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;284.79;Accepté;2025-11-26;3;2
DEV-02393;2025-11-10;2025-11;2025-2026;CLI-0156;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;3;1004.25;Accepté;2025-11-18;8;1
DEV-02394;2025-11-11;2025-11;2025-2026;CLI-0009;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-001;Rénovation salle de bain complète;1;11572.52;Accepté;2025-12-21;;0
DEV-02395;2025-11-11;2025-11;2025-2026;CLI-0079;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3392.23;Accepté;2025-11-21;7;1
DEV-02396;2025-11-11;2025-11;2025-2026;CLI-0572;Collectivité;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;3359.98;Sans réponse;2025-12-03;;0
DEV-02397;2025-11-11;2025-11;2025-2026;CLI-0802;Collectivité;Bordeaux;Karim Belkacem;Dépannage;DP-004;Remise en service chaudière;1;659.18;Sans réponse;2025-11-25;6;2
DEV-02398;2025-11-11;2025-11;2025-2026;CLI-0694;Collectivité;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;3;10793.82;Sans réponse;2025-12-12;;0
DEV-02399;2025-11-11;2025-11;2025-2026;CLI-0976;Professionnel;Montpellier;Thomas Rey;Salle de bain;SB-001;Rénovation salle de bain complète;1;17716.41;Sans réponse;2025-11-20;12;0
DEV-02400;2025-11-12;2025-11;2025-2026;CLI-0731;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;183.23;Accepté;2025-12-12;5;1
DEV-02401;2025-11-12;2025-11;2025-2026;CLI-0481;Syndic;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;30105.87;Sans réponse;2025-12-06;13;1
DEV-02402;2025-11-13;2025-11;2025-2026;CLI-0280;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-003;Réfection réseau eau appartement;3;9208.82;Refusé;2025-11-29;12;1
DEV-02403;2025-11-13;2025-11;2025-2026;CLI-0471;Syndic;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;20503.2;Sans réponse;2025-11-23;;0
DEV-02404;2025-11-13;2025-11;2025-2026;CLI-0423;Syndic;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;1;12401.36;Refusé;2025-12-09;;0
DEV-02405;2025-11-13;2025-11;2025-2026;CLI-0488;Syndic;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;11824.23;Sans réponse;2025-12-15;14;1
DEV-02406;2025-11-13;2025-11;2025-2026;CLI-0198;Syndic;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;18103.92;Sans réponse;2025-11-22;4;1
DEV-02407;2025-11-13;2025-11;2025-2026;CLI-0799;Particulier;Montpellier;Thomas Rey;Dépannage;DP-001;Dépannage plomberie urgence;1;306.67;Accepté;2025-12-09;11;1
DEV-02408;2025-11-13;2025-11;2025-2026;CLI-0979;Particulier;Montpellier;Thomas Rey;Plomberie;PR-004;Remplacement colonne d'évacuation;1;5405.99;Refusé;2025-12-05;;0
DEV-02409;2025-11-14;2025-11;2025-2026;CLI-0501;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;859.49;Accepté;2025-12-22;9;1
DEV-02410;2025-11-17;2025-11;2025-2026;CLI-0494;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2392.09;Accepté;2025-12-01;7;1
DEV-02411;2025-11-17;2025-11;2025-2026;CLI-0800;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;10811.88;Accepté;2025-12-15;;0
DEV-02412;2025-11-17;2025-11;2025-2026;CLI-0375;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;305.42;Refusé;2025-11-29;12;1
DEV-02413;2025-11-17;2025-11;2025-2026;CLI-0814;Syndic;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;5362.29;Sans réponse;2025-12-06;;0
